Designator,Mid X,Mid Y,Rotation,Layer
D1,115.425,-70.7,180.0,top
D2,99.08,-63.5,0.0,top
DC1,104.11,-60.1875,270.0,top
Q1,117.25,-65.5,0.0,top
Q2,118.0,-57.46,90.0,top
R1,112.5,-59.6,270.0,top
R2,101.75,-66.25,180.0,top
R3,101.75,-70.25,180.0,top
U1,84.12,-63.8185,0.0,top
U2,98.144,-57.319,90.0,top
